Airline,Dep_Airport,Arr_Airport,Scheduled_Departure,Dep_Temp,Dep_Humidity,Dep_Weather,Dep_WindSpeed,Dep_Visibility,Dep_RainfallRate,Dep_SnowAccumulation,Arr_Temp,Arr_Humidity,Arr_Weather,Arr_WindSpeed,Arr_Visibility,Arr_RainfallRate,Arr_SnowAccumulation,Delay_Minutes,Delay_Status
Air India,DXB,LHR,00:11,-3.5,100,Sunny,20,9920,3.8,0.1,0.4,35,Sunny,9,4703,3.8,0.5,0,0
Emirates,DEL,JFK,18:36,-26.3,47,Cloudy,57,544,21.3,4.1,45.7,65,Storm,50,322,27.3,3.8,26,1
British Airways,DEL,DXB,10:50,-5.2,44,Storm,6,8830,10.0,0.7,9.4,30,Cloudy,3,3002,7.0,0.4,0,0
IndiGo,LHR,BLR,16:37,41.0,33,Fog,52,130,23.2,4.6,44.4,42,Cloudy,42,274,22.3,3.4,79,1
Air India,BLR,DXB,11:50,24.8,89,Cloudy,13,5897,5.8,0.3,17.2,79,Cloudy,13,2688,8.1,0.2,0,0
IndiGo,LHR,BOM,19:25,41.5,47,Sunny,50,505,23.1,4.6,-25.1,75,Fog,59,472,26.7,3.6,57,1
Emirates,JFK,DEL,19:39,-3.6,91,Fog,29,8941,4.8,0.3,4.0,39,Rain,10,4796,6.5,1.0,0,0
Emirates,BOM,BLR,02:57,-26.8,71,Rain,50,289,26.0,4.5,41.8,68,Cloudy,54,234,22.8,3.8,43,1
British Airways,LHR,DEL,09:57,26.4,56,Fog,28,7737,9.3,0.0,11.4,35,Snow,17,5205,2.5,1.0,0,0
Emirates,DXB,LHR,12:57,-23.3,69,Fog,48,383,28.1,3.3,-21.6,38,Rain,57,163,24.7,5.0,43,1
British Airways,BOM,DEL,19:06,-5.8,52,Snow,21,7996,8.5,0.6,13.9,33,Sunny,22,3226,1.2,0.2,0,0
Emirates,BLR,BOM,21:34,-29.5,84,Sunny,41,651,22.6,3.9,-21.6,86,Snow,52,315,21.6,2.8,72,1
Air India,BOM,DEL,19:05,13.2,50,Fog,12,2096,8.8,0.7,27.7,34,Fog,23,2876,0.2,0.9,0,0
SpiceJet,LHR,DXB,17:08,43.4,88,Snow,47,197,28.3,2.8,43.0,76,Snow,58,430,22.4,3.0,101,1
Emirates,DXB,JFK,21:24,-9.0,68,Cloudy,19,8865,0.2,0.1,13.7,53,Storm,10,2801,3.9,0.7,0,0
Air India,LHR,DEL,10:31,-23.0,42,Fog,56,215,26.9,2.9,45.8,62,Storm,59,472,21.6,3.3,51,1
Emirates,DXB,JFK,14:06,-9.8,63,Rain,12,8009,9.7,0.9,17.7,81,Snow,7,5301,0.9,0.3,0,0
Air India,LHR,DEL,15:13,43.6,37,Storm,55,245,22.9,3.8,45.9,40,Fog,43,224,26.5,4.3,75,1
IndiGo,DXB,BOM,17:27,10.4,70,Fog,19,2775,4.0,0.1,29.0,72,Snow,11,9212,9.2,0.8,0,0
Air India,BOM,LHR,23:56,-24.1,79,Sunny,47,509,26.3,4.4,-23.9,93,Cloudy,57,528,25.1,3.1,44,1
Air India,DXB,BLR,20:54,17.1,67,Sunny,10,3819,0.3,0.3,5.4,92,Storm,13,6447,6.0,0.8,0,0
Emirates,JFK,BLR,00:01,45.4,83,Fog,50,140,24.3,4.4,-24.9,75,Snow,54,281,29.7,2.8,67,1
British Airways,LHR,BOM,13:38,-2.1,97,Snow,22,2252,6.7,0.1,23.5,42,Fog,22,6772,4.0,0.5,0,0
Air India,JFK,BOM,23:36,42.3,31,Fog,46,245,23.7,3.5,-25.2,98,Snow,49,357,25.7,2.9,115,1
IndiGo,JFK,LHR,01:17,-9.8,80,Rain,25,4491,7.0,0.7,21.9,84,Storm,16,8413,9.9,0.2,0,0
SpiceJet,JFK,LHR,03:32,-29.6,96,Fog,49,152,24.5,4.6,-24.3,31,Cloudy,49,673,24.9,3.3,64,1
British Airways,LHR,DXB,21:10,5.8,54,Storm,11,7535,2.9,0.7,28.8,33,Fog,19,2930,7.3,0.4,0,0
British Airways,BOM,LHR,16:45,-26.4,71,Sunny,59,407,23.0,3.7,-29.1,67,Sunny,50,423,27.6,3.7,31,1
IndiGo,DEL,JFK,20:46,-7.5,48,Fog,18,7621,1.8,0.9,12.7,70,Fog,14,6563,2.4,0.3,0,0
Air India,JFK,BLR,09:24,41.7,71,Sunny,60,671,24.4,3.0,-28.9,92,Cloudy,60,270,21.0,3.0,57,1
Air India,DXB,LHR,07:16,27.1,98,Fog,15,4919,8.3,0.7,12.9,92,Cloudy,4,9515,2.5,0.1,0,0
SpiceJet,DXB,DEL,05:44,-25.8,98,Sunny,51,571,26.3,5.0,-27.3,78,Storm,57,390,29.5,3.2,115,1
Air India,DXB,BLR,22:09,24.7,58,Sunny,10,8993,0.3,1.0,6.7,49,Fog,0,3353,0.6,0.4,0,0
Emirates,JFK,DEL,08:29,-29.6,37,Sunny,49,624,21.6,4.0,45.0,31,Cloudy,58,643,27.6,3.4,93,1
British Airways,LHR,DEL,07:22,15.9,37,Storm,12,9951,2.0,0.6,22.2,82,Cloudy,27,6394,4.3,0.6,0,0
IndiGo,DEL,JFK,02:37,-27.1,81,Sunny,48,459,28.6,3.8,45.1,39,Sunny,44,266,29.1,4.3,67,1
Air India,DXB,JFK,14:30,20.8,83,Storm,20,9932,1.0,0.7,21.9,87,Fog,10,4059,5.2,0.5,0,0
Emirates,LHR,BLR,16:36,-28.5,44,Cloudy,44,113,26.0,4.8,45.3,71,Sunny,46,564,24.4,4.4,49,1
SpiceJet,DEL,BLR,01:48,7.5,32,Cloudy,13,9365,0.0,0.1,-7.4,68,Cloudy,3,4148,8.6,0.5,0,0
SpiceJet,LHR,BLR,07:38,-22.8,35,Cloudy,52,339,24.2,3.4,41.3,65,Snow,46,184,28.1,4.4,87,1
Emirates,LHR,BOM,11:24,20.8,82,Storm,3,7810,3.1,0.7,21.9,82,Fog,2,6767,4.9,0.9,0,0
SpiceJet,DEL,LHR,21:56,-21.1,41,Sunny,60,338,24.5,4.2,45.0,49,Fog,54,362,23.8,3.0,41,1
Air India,LHR,BOM,12:52,13.5,85,Cloudy,16,2124,3.9,0.1,0.5,76,Rain,19,7382,8.8,0.9,0,0
SpiceJet,DEL,BLR,13:34,-26.0,40,Rain,46,181,28.6,4.1,-28.4,40,Sunny,55,688,28.5,3.4,53,1
Air India,DEL,BOM,04:18,28.5,74,Fog,15,6082,5.1,0.9,12.4,68,Rain,10,9815,8.4,0.3,0,0
British Airways,DXB,DEL,15:36,42.9,41,Rain,51,144,23.7,4.1,42.3,86,Snow,42,685,25.1,4.7,39,1
Air India,JFK,LHR,20:35,-0.1,30,Cloudy,12,8877,2.2,0.2,3.9,63,Snow,11,4137,4.6,0.7,0,0
Air India,LHR,DEL,09:14,-28.9,39,Rain,47,176,21.7,2.9,-27.7,68,Storm,47,182,29.8,4.1,64,1
British Airways,BLR,BOM,09:16,-2.5,89,Storm,16,9579,1.8,0.6,-4.3,85,Snow,7,3042,0.6,0.3,0,0
Emirates,DEL,BOM,17:56,42.6,86,Sunny,48,370,26.6,4.9,-28.2,48,Cloudy,41,359,24.0,4.5,61,1
Emirates,JFK,LHR,15:53,14.3,31,Storm,12,3789,2.2,0.3,28.1,59,Fog,27,2523,6.3,0.9,0,0
SpiceJet,BLR,BOM,23:34,-27.6,93,Storm,46,545,29.2,4.2,41.3,42,Sunny,44,402,28.1,4.7,30,1
British Airways,BOM,DXB,15:10,-4.8,51,Cloudy,22,4755,6.8,0.5,21.9,57,Fog,5,8273,7.0,0.9,0,0
IndiGo,LHR,BOM,01:20,44.4,34,Snow,52,220,27.0,5.0,44.4,70,Sunny,53,669,22.7,3.0,70,1
Emirates,DXB,JFK,14:06,21.3,77,Cloudy,14,4079,2.4,0.1,-7.0,100,Rain,19,9724,6.1,0.3,0,0
British Airways,BLR,LHR,00:20,42.8,99,Snow,58,250,23.9,3.2,-28.9,86,Snow,56,551,22.7,2.9,65,1
Air India,LHR,JFK,11:02,26.3,75,Rain,3,5617,2.8,0.1,9.5,92,Rain,11,5893,2.2,0.7,0,0
Air India,LHR,JFK,04:27,41.2,87,Sunny,51,650,26.7,3.7,42.1,56,Storm,56,132,25.2,3.7,50,1
British Airways,BLR,JFK,09:26,-9.7,65,Storm,12,6714,8.6,0.2,1.9,59,Cloudy,17,8713,1.4,0.0,0,0
Air India,LHR,DEL,12:00,-21.3,93,Rain,60,107,23.7,4.0,-25.4,47,Fog,45,312,22.6,3.6,100,1
British Airways,BOM,DEL,02:13,0.7,60,Fog,3,9724,9.2,0.5,17.7,50,Cloudy,8,7692,5.7,0.6,0,0
IndiGo,DEL,DXB,04:47,-25.6,80,Snow,51,184,27.6,2.8,44.3,81,Fog,60,450,28.0,4.6,80,1
British Airways,JFK,DEL,08:52,29.6,31,Storm,23,7734,8.3,0.6,2.3,68,Snow,26,5212,2.7,1.0,0,0
Air India,LHR,JFK,04:48,43.4,71,Cloudy,47,184,28.1,4.4,-23.6,58,Fog,55,121,21.2,3.6,61,1
Emirates,DEL,BLR,10:20,19.8,31,Fog,11,4647,8.1,0.4,27.7,67,Snow,23,2559,9.8,0.9,0,0
IndiGo,LHR,DXB,12:42,-23.4,52,Cloudy,60,452,24.9,4.8,-29.1,96,Snow,42,528,26.4,4.8,50,1
British Airways,LHR,BOM,22:38,8.5,48,Rain,23,4754,0.1,0.7,29.7,89,Snow,16,4699,5.0,0.2,0,0
Air India,LHR,BLR,06:13,-22.2,76,Sunny,54,268,28.2,3.3,-24.2,69,Rain,60,159,24.4,3.2,52,1
IndiGo,LHR,JFK,16:44,-8.0,32,Fog,19,3871,6.0,0.1,-2.4,51,Rain,17,2123,5.8,0.5,0,0
IndiGo,LHR,JFK,07:56,-27.1,98,Sunny,44,137,27.5,3.1,-28.4,81,Sunny,58,402,22.4,4.3,28,1
SpiceJet,BLR,LHR,07:09,23.4,33,Snow,8,7544,2.5,0.6,-6.1,78,Storm,19,2162,2.7,0.7,0,0
British Airways,BOM,DXB,11:02,43.2,51,Storm,58,637,23.7,4.2,45.9,35,Fog,50,334,26.4,4.4,29,1
Air India,JFK,LHR,10:16,8.0,100,Cloudy,28,3601,1.7,0.1,27.5,56,Snow,16,8900,5.5,0.1,0,0
Air India,LHR,DEL,04:25,41.3,60,Snow,47,488,27.0,2.7,-24.8,73,Cloudy,52,420,29.0,3.7,98,1
Emirates,LHR,JFK,00:41,1.3,49,Sunny,30,7201,5.6,0.6,20.0,63,Storm,6,7419,9.0,0.4,0,0
British Airways,BLR,JFK,21:50,43.0,59,Storm,54,168,26.9,4.1,-22.2,73,Storm,55,382,26.6,2.9,113,1
IndiGo,DXB,BLR,23:14,8.9,82,Fog,14,6156,4.7,0.8,-9.9,58,Snow,29,2477,9.8,0.1,0,0
Air India,DEL,JFK,07:31,-21.9,92,Storm,54,483,26.2,3.7,42.9,36,Sunny,58,579,28.7,3.2,53,1
Air India,BLR,JFK,14:31,8.1,57,Fog,1,4350,1.9,0.5,8.7,67,Snow,5,3447,8.9,0.2,0,0
Emirates,DXB,LHR,10:50,-28.5,64,Rain,50,463,26.3,3.5,41.8,85,Cloudy,59,690,23.4,2.9,36,1
Air India,LHR,BLR,05:33,17.4,77,Sunny,7,7497,5.2,0.3,6.4,68,Cloudy,2,5050,2.9,0.5,0,0
IndiGo,LHR,JFK,19:57,-25.9,98,Snow,53,334,24.4,4.4,42.5,34,Rain,46,451,29.4,4.9,21,1
Emirates,BLR,JFK,14:33,-9.2,55,Storm,4,8895,5.4,0.8,28.9,43,Fog,20,3371,5.1,0.2,0,0
SpiceJet,DEL,DXB,13:30,-25.9,89,Rain,51,170,25.3,4.3,41.5,86,Fog,50,265,23.9,4.0,20,1
SpiceJet,BOM,JFK,05:19,27.2,51,Sunny,13,7700,9.0,1.0,23.3,35,Rain,15,6210,6.8,0.2,0,0
SpiceJet,BLR,DEL,23:54,42.5,90,Cloudy,55,309,24.3,3.9,-23.3,91,Sunny,53,528,28.9,3.3,28,1
Air India,BLR,DEL,03:06,18.2,74,Sunny,12,5347,2.7,0.4,-6.3,36,Cloudy,9,2933,8.2,0.4,0,0
Air India,BLR,LHR,21:04,45.8,38,Rain,49,593,23.8,3.3,-25.8,45,Snow,58,173,22.2,4.3,54,1
British Airways,DEL,BLR,02:01,7.5,89,Rain,26,9246,9.3,0.3,27.1,65,Rain,1,4842,5.1,0.2,0,0
IndiGo,DEL,BOM,11:59,-27.3,68,Rain,58,642,28.9,3.2,43.6,66,Sunny,57,519,26.0,3.1,94,1
Air India,BLR,JFK,23:35,0.1,84,Fog,0,4996,3.4,0.4,10.0,66,Sunny,12,6183,9.4,0.1,0,0
SpiceJet,DXB,JFK,18:15,-21.2,74,Cloudy,45,178,28.2,3.7,-29.5,97,Snow,60,124,26.8,3.0,83,1
IndiGo,LHR,JFK,22:44,-9.8,81,Rain,17,5027,9.6,0.8,27.5,96,Cloudy,9,4550,2.0,0.6,0,0
Emirates,BLR,LHR,07:14,-23.2,41,Snow,60,198,21.9,4.0,44.9,37,Sunny,59,358,29.0,3.1,48,1
British Airways,BOM,JFK,16:56,23.1,79,Storm,26,9292,1.9,0.4,11.3,46,Snow,10,8138,7.7,0.5,0,0
IndiGo,BOM,DEL,23:51,41.0,42,Sunny,54,669,22.9,3.0,44.7,43,Sunny,42,373,21.7,3.6,33,1
SpiceJet,BOM,JFK,16:11,0.5,61,Snow,7,7775,6.1,0.9,1.9,44,Fog,27,7676,1.0,0.7,0,0
SpiceJet,BOM,DXB,01:38,44.5,30,Cloudy,59,682,23.8,3.5,-27.8,77,Fog,41,308,29.3,2.7,34,1
British Airways,DEL,BOM,08:18,-2.3,97,Fog,23,8106,5.6,0.8,13.1,62,Snow,20,4476,3.1,0.8,0,0
IndiGo,LHR,BLR,08:38,42.8,32,Rain,58,399,28.9,3.3,-26.2,62,Fog,47,392,29.3,2.6,96,1
SpiceJet,JFK,BLR,13:13,25.1,39,Rain,1,8145,0.4,0.4,0.5,43,Cloudy,15,9159,7.9,0.4,0,0
Air India,BOM,JFK,18:49,-24.7,38,Storm,59,135,26.7,3.6,41.3,48,Cloudy,55,526,21.5,3.1,114,1
British Airways,DEL,BOM,06:55,-4.9,86,Cloudy,11,7978,7.3,0.2,21.4,57,Fog,28,4644,1.4,0.6,0,0
British Airways,DXB,DEL,11:04,-22.1,81,Cloudy,58,388,24.9,3.7,41.5,60,Storm,43,602,22.1,4.1,84,1
IndiGo,BLR,DEL,05:52,-7.3,65,Fog,19,6451,5.5,0.4,28.9,40,Sunny,2,6027,7.6,0.3,0,0
Air India,DXB,DEL,19:25,45.5,52,Fog,53,503,27.0,2.6,-27.4,53,Fog,60,135,25.2,4.8,100,1
SpiceJet,DXB,JFK,04:20,27.0,64,Cloudy,10,8674,9.9,0.7,17.9,77,Storm,3,3327,8.2,0.4,0,0
IndiGo,DEL,BOM,08:47,-23.8,100,Storm,42,261,29.3,4.8,-26.5,47,Snow,48,551,28.4,3.2,45,1
British Airways,BOM,DEL,01:55,3.6,87,Storm,18,4109,5.2,0.0,17.2,86,Cloudy,24,5449,4.3,0.5,0,0
Emirates,BOM,BLR,15:13,-25.3,81,Rain,48,433,23.5,4.4,-28.7,69,Cloudy,46,179,29.9,4.7,50,1
SpiceJet,JFK,LHR,00:11,13.9,60,Sunny,20,9341,6.6,0.8,10.8,33,Cloudy,28,3336,7.4,0.9,0,0
Emirates,DXB,JFK,12:57,42.9,38,Fog,59,560,23.2,3.4,43.7,64,Snow,43,373,26.3,3.8,65,1
SpiceJet,DXB,DEL,09:52,20.5,90,Fog,17,2707,0.0,0.1,6.6,44,Rain,5,8604,9.4,0.9,0,0
SpiceJet,JFK,DXB,05:06,43.9,100,Storm,43,494,27.6,4.2,-27.9,54,Rain,53,426,21.5,4.0,59,1
SpiceJet,BLR,DEL,15:04,15.2,91,Fog,15,3598,8.2,1.0,10.5,69,Snow,27,6279,8.2,0.5,0,0
British Airways,DXB,JFK,16:16,41.9,88,Fog,51,456,28.3,4.0,43.9,54,Sunny,56,302,25.9,4.0,51,1
IndiGo,JFK,LHR,13:55,13.1,61,Snow,15,3121,2.7,0.9,23.2,45,Storm,16,5779,9.7,0.3,0,0
SpiceJet,BOM,DXB,16:17,-26.2,91,Snow,47,253,23.9,4.1,-26.5,42,Sunny,46,519,27.5,3.1,57,1
Air India,BOM,LHR,20:40,8.9,58,Fog,8,7199,1.7,0.8,0.4,50,Rain,5,7771,2.9,0.2,0,0
Air India,JFK,BLR,16:38,-26.6,69,Cloudy,43,161,21.5,2.8,-27.2,46,Rain,52,480,25.3,3.6,76,1
Air India,LHR,BLR,14:06,-8.9,60,Cloudy,15,5576,8.6,0.4,21.7,56,Sunny,17,5397,4.4,1.0,0,0
IndiGo,DXB,LHR,07:54,-21.6,56,Snow,52,133,29.1,3.0,-23.8,74,Rain,48,389,23.8,4.0,35,1
SpiceJet,BLR,BOM,20:14,18.0,30,Cloudy,19,4702,1.8,0.1,-0.3,38,Sunny,8,8689,0.0,0.9,0,0
Emirates,DXB,JFK,02:42,42.9,92,Rain,53,213,28.5,4.9,-24.8,96,Storm,60,409,23.2,4.7,28,1
British Airways,BOM,DXB,11:31,21.9,65,Snow,22,6360,5.9,0.6,9.4,46,Fog,7,8001,5.5,0.6,0,0
Air India,BLR,BOM,16:46,45.5,38,Snow,44,326,26.6,3.5,42.0,55,Storm,44,224,25.4,3.4,65,1
SpiceJet,DXB,BOM,00:20,7.3,85,Storm,23,8155,4.3,0.0,8.3,71,Fog,24,9986,0.1,0.7,0,0
Emirates,DEL,DXB,07:43,42.1,39,Rain,57,653,26.3,3.1,41.3,72,Rain,48,617,23.4,4.2,25,1
IndiGo,BLR,LHR,03:10,20.3,76,Storm,15,7670,1.4,0.0,-7.2,46,Fog,24,9726,5.0,0.3,0,0
IndiGo,LHR,DXB,09:05,-25.0,74,Rain,43,524,26.9,3.8,42.0,91,Fog,41,315,25.0,3.1,78,1
IndiGo,BLR,DXB,14:11,21.9,35,Sunny,19,3683,0.4,0.9,23.6,59,Rain,11,6413,3.1,0.7,0,0
SpiceJet,LHR,BLR,13:32,-21.3,76,Storm,43,364,24.3,4.8,45.9,67,Cloudy,46,667,29.4,2.6,33,1
Air India,DEL,LHR,09:00,20.7,32,Snow,6,8631,8.6,0.8,21.6,87,Storm,22,7217,0.2,0.4,0,0
British Airways,DXB,BOM,01:15,42.4,30,Storm,44,649,21.1,3.8,-28.3,64,Rain,47,545,28.6,4.1,84,1
SpiceJet,DXB,LHR,00:14,7.9,55,Snow,10,6124,0.3,0.5,29.5,85,Sunny,22,2374,2.4,0.2,0,0
IndiGo,DEL,BLR,00:46,41.4,33,Snow,58,314,30.0,4.6,-29.6,52,Cloudy,43,111,25.2,4.3,36,1
British Airways,JFK,BOM,20:34,-5.0,44,Storm,15,8187,2.9,0.1,9.7,44,Rain,7,5016,4.0,0.4,0,0
IndiGo,BLR,DXB,17:41,-27.0,84,Rain,41,392,27.4,2.9,-23.7,33,Sunny,43,326,21.2,4.1,69,1
Air India,JFK,DEL,19:42,14.8,46,Fog,18,9465,3.8,0.7,22.8,67,Storm,4,8620,2.1,0.4,0,0
SpiceJet,DEL,DXB,09:04,41.3,35,Cloudy,49,298,29.9,4.3,-26.8,97,Storm,60,526,25.4,4.6,89,1
IndiGo,DEL,BOM,21:32,-6.6,92,Rain,23,2412,3.3,0.6,21.4,41,Cloudy,11,4351,3.0,0.8,0,0
Emirates,BOM,JFK,20:31,-28.7,41,Sunny,55,467,25.2,4.6,41.6,32,Sunny,57,311,29.6,4.0,90,1
Emirates,DXB,BLR,04:43,-4.7,55,Snow,0,4876,4.0,1.0,1.7,64,Fog,13,9347,0.6,0.8,0,0
Air India,JFK,BLR,00:25,41.3,30,Sunny,48,539,26.8,3.9,-25.7,98,Cloudy,46,427,21.3,4.8,117,1
SpiceJet,BOM,LHR,20:12,15.8,45,Cloudy,28,6202,4.4,0.8,14.0,64,Rain,1,9388,9.8,0.7,0,0
Air India,DXB,LHR,06:50,-23.2,31,Rain,41,245,27.8,3.3,-29.1,42,Cloudy,43,660,26.4,3.6,112,1
British Airways,BOM,LHR,05:57,20.9,56,Sunny,3,4399,7.3,0.1,29.4,98,Rain,23,2497,4.5,0.8,0,0
SpiceJet,DEL,DXB,01:32,-28.2,88,Rain,51,584,24.5,3.3,42.0,85,Sunny,46,362,22.3,4.8,87,1
Air India,JFK,DEL,02:57,6.0,62,Cloudy,25,6301,0.0,0.6,20.2,62,Storm,26,8257,0.8,0.1,0,0
IndiGo,DEL,BLR,19:37,-23.4,66,Cloudy,49,399,22.1,3.3,44.3,32,Fog,43,176,21.5,4.4,24,1
IndiGo,BOM,LHR,01:15,22.7,72,Storm,3,6899,0.7,0.3,-0.7,30,Storm,16,5680,5.8,0.2,0,0
IndiGo,JFK,DEL,15:44,42.8,56,Snow,48,292,23.8,4.5,-24.2,78,Rain,49,160,25.8,3.3,48,1
Emirates,DEL,JFK,10:18,20.2,91,Sunny,25,3728,8.5,0.6,5.5,31,Cloudy,22,4753,7.0,0.4,0,0
British Airways,BOM,BLR,05:03,43.3,84,Storm,59,300,21.5,3.5,44.9,94,Cloudy,51,116,29.9,4.7,61,1
SpiceJet,LHR,DEL,19:47,-0.9,47,Storm,13,6903,4.6,0.7,-1.8,37,Sunny,29,4382,8.5,0.0,0,0
IndiGo,BLR,DEL,04:55,-23.3,81,Snow,50,123,26.0,4.7,45.4,84,Fog,59,439,23.6,3.1,112,1
Air India,BOM,DEL,19:09,12.1,48,Cloudy,7,8186,1.5,0.6,7.6,66,Cloudy,19,8208,9.6,0.5,0,0
IndiGo,JFK,BLR,02:09,-24.4,60,Fog,57,250,23.7,4.7,44.3,71,Storm,60,584,21.3,3.7,46,1
IndiGo,DEL,LHR,06:44,-4.8,79,Rain,0,7520,3.9,0.6,15.9,64,Sunny,17,7400,8.4,1.0,0,0
IndiGo,BOM,DXB,11:55,43.9,88,Snow,50,663,29.1,3.9,-23.3,67,Sunny,43,259,28.0,4.4,76,1
IndiGo,JFK,DEL,12:42,-0.4,39,Rain,0,5181,2.6,0.6,-5.8,34,Rain,2,4056,1.6,0.8,0,0
British Airways,DXB,DEL,14:55,-26.5,86,Cloudy,43,195,24.8,2.7,42.6,84,Sunny,47,686,26.4,3.1,83,1
Emirates,LHR,DEL,08:29,17.2,95,Snow,3,9069,4.0,0.6,15.3,84,Fog,18,4618,9.9,0.9,0,0
Emirates,BLR,DEL,18:00,42.1,73,Snow,49,338,28.8,3.2,-29.6,76,Rain,55,202,24.0,3.7,55,1
Emirates,BOM,DXB,01:08,21.8,99,Cloudy,16,3441,2.3,0.8,0.9,41,Fog,21,7868,5.5,0.4,0,0
IndiGo,JFK,LHR,10:50,-23.0,93,Sunny,52,361,24.5,2.6,45.5,60,Storm,49,529,26.8,4.9,77,1
SpiceJet,JFK,DEL,20:38,6.6,56,Fog,11,7027,7.4,0.4,-1.7,61,Cloudy,5,2409,9.1,0.7,0,0
IndiGo,JFK,BOM,20:29,-27.2,90,Snow,53,482,28.0,3.0,43.3,57,Cloudy,50,160,25.8,4.9,33,1
Emirates,JFK,DXB,19:39,-4.9,62,Sunny,27,8711,9.6,0.1,18.7,53,Fog,12,8243,8.0,0.9,0,0
British Airways,BOM,BLR,04:23,44.3,61,Storm,43,317,25.4,2.8,-22.5,63,Rain,45,435,28.0,3.5,54,1
IndiGo,BOM,LHR,09:31,-8.5,44,Storm,15,5380,5.6,0.3,13.7,93,Rain,18,7782,9.3,0.7,0,0
Emirates,DEL,JFK,11:08,-26.4,32,Storm,59,236,21.7,4.5,-23.4,62,Fog,48,511,25.9,4.2,26,1
British Airways,LHR,DEL,14:01,11.2,93,Snow,11,6362,9.7,0.7,-7.9,33,Rain,6,2009,0.5,0.3,0,0
British Airways,BOM,DEL,15:30,45.1,93,Storm,58,473,25.8,4.8,-22.9,63,Rain,57,199,27.9,3.6,44,1
British Airways,JFK,DXB,16:02,11.8,62,Fog,29,3717,9.7,0.5,-2.9,39,Sunny,23,8924,9.3,0.4,0,0
SpiceJet,DEL,DXB,21:28,-24.4,93,Cloudy,47,678,26.2,3.9,-21.6,55,Sunny,44,299,26.9,3.0,30,1
Air India,LHR,BOM,20:03,-4.0,81,Sunny,0,4517,10.0,0.6,23.7,92,Rain,8,9027,1.4,0.6,0,0
IndiGo,JFK,LHR,00:14,-24.6,91,Cloudy,57,445,23.8,4.2,-28.3,73,Sunny,53,251,25.3,4.9,80,1
Air India,BLR,JFK,09:19,26.7,97,Snow,9,8694,9.0,0.5,22.6,96,Rain,30,9212,6.4,0.1,0,0
SpiceJet,DEL,JFK,05:56,-28.3,87,Snow,43,589,29.0,4.4,-26.3,59,Fog,51,414,23.9,4.5,61,1
SpiceJet,DEL,LHR,03:42,5.2,35,Cloudy,27,6516,7.8,0.9,14.8,55,Snow,22,5506,3.7,0.4,0,0
British Airways,DEL,BOM,15:16,-24.2,92,Snow,53,693,29.1,3.9,41.3,68,Rain,56,383,26.0,2.7,84,1
British Airways,BOM,DEL,19:45,23.5,32,Snow,17,8006,3.8,0.7,-0.9,54,Rain,8,4841,9.5,0.6,0,0
IndiGo,LHR,DXB,14:26,42.6,32,Sunny,55,583,24.4,2.8,45.2,52,Cloudy,58,199,22.1,3.2,63,1
British Airways,DEL,BLR,00:07,20.0,90,Fog,28,3195,7.2,0.7,9.6,30,Fog,7,4209,0.6,0.7,0,0
SpiceJet,BLR,BOM,06:30,-24.7,40,Storm,43,537,25.6,4.1,-28.6,68,Rain,48,646,28.8,4.4,28,1
British Airways,DXB,JFK,05:56,15.2,94,Storm,21,9624,4.9,0.5,1.3,84,Rain,12,2367,7.1,0.0,0,0
SpiceJet,JFK,BOM,23:47,43.2,31,Storm,50,500,22.0,2.7,-25.4,87,Rain,58,661,27.2,3.2,66,1
Emirates,BOM,DEL,18:45,-3.7,63,Snow,11,2005,5.9,0.4,28.7,31,Fog,10,7763,5.9,0.2,0,0
SpiceJet,DXB,JFK,05:30,45.9,70,Rain,49,190,26.8,4.4,-21.3,54,Sunny,52,381,28.4,3.9,92,1
IndiGo,BLR,LHR,23:30,-1.1,36,Storm,10,6804,6.6,0.9,-3.3,34,Snow,17,3627,9.6,0.6,0,0
SpiceJet,DXB,LHR,18:24,42.0,79,Fog,57,591,26.7,2.9,44.0,50,Snow,41,124,22.8,3.1,49,1
IndiGo,BOM,DXB,13:49,20.7,50,Fog,0,4312,2.9,0.8,-2.8,41,Cloudy,29,8568,5.9,0.3,0,0
British Airways,DEL,BOM,23:46,-27.6,64,Rain,60,119,26.5,2.7,43.3,88,Storm,53,412,21.8,4.4,24,1
IndiGo,DXB,BLR,05:12,29.5,65,Storm,20,2437,0.6,0.6,26.1,31,Storm,4,5198,6.7,0.4,0,0
SpiceJet,DEL,BLR,17:46,-23.4,55,Sunny,59,362,24.1,3.5,-28.0,85,Storm,46,318,29.8,4.9,85,1
SpiceJet,DEL,JFK,17:02,22.2,66,Storm,13,9300,4.0,0.4,5.1,82,Rain,12,2992,7.5,0.2,0,0
SpiceJet,DXB,LHR,06:07,-21.5,56,Sunny,48,171,26.2,4.5,42.1,87,Snow,45,405,23.9,4.9,100,1
British Airways,DEL,BOM,00:45,22.7,56,Sunny,7,8824,8.9,0.7,0.8,34,Snow,1,9282,9.2,0.2,0,0
Emirates,BOM,BLR,22:22,-24.9,52,Fog,50,594,22.1,3.2,-27.6,72,Sunny,54,306,24.0,4.7,45,1
Air India,JFK,LHR,10:03,27.3,53,Storm,7,2077,4.8,0.2,18.5,53,Fog,9,6931,5.2,0.6,0,0
Air India,LHR,BLR,06:02,-21.9,77,Fog,56,113,23.5,3.4,45.1,43,Sunny,43,470,22.6,4.1,58,1
